4|64|2|.015221|
4|64|2|.092832|
4|64|2|.088988|
4|64|2|.020208|
4|64|2|.206175|
4|64|6|.17394|
4|64|6|.120649|
4|64|6|.098|
4|64|6|.210205|
4|64|6|.136962|
4|64|10|.42209|
4|64|10|.168706|
4|64|10|.438509|
4|64|10|.144095|
4|64|10|.131932|
4|256|2|.235965|
4|256|2|.09135|
4|256|2|.137693|
4|256|2|.092414|
4|256|2|.098704|
4|256|6|.483943|
4|256|6|.749555|
4|256|6|.153199|
4|256|6|.209697|
4|256|6|.528165|
4|256|10|.146595|
4|256|10|.242475|
4|256|10|.637831|
4|256|10|.23831|
4|256|10|.152972|
4|1024|2|.091787|
4|1024|2|13.3231|
4|1024|2|.655922|
4|1024|2|.289669|
4|1024|2|.263811|
4|1024|6|1.75|
4|1024|6|1.00928|
4|1024|6|12.399|
4|1024|6|.373569|
4|1024|6|.565174|
4|1024|10|.737559|
4|1024|10|.691348|
4|1024|10|.273053|
4|1024|10|.141365|
4|1024|10|.769994|
4|4096|2|.192438|
4|4096|2|.093499|
4|4096|2|1.82843|
4|4096|2|1.70264|
4|4096|2|.492222|
4|4096|6|.771061|
4|4096|6|1.28004|
4|4096|6|1.30309|
4|4096|6|2.06466|
4|4096|6|3.62071|
4|4096|10|2.49239|
4|4096|10|1.82407|
4|4096|10|.558676|
4|4096|10|.114963|
4|4096|10|.561111|
4|16384|2|.137943|
4|16384|2|34.017|
4|16384|2|.537764|
4|16384|2|25.9573|
4|16384|2|.220357|
4|16384|6|.630143|
4|16384|6|5.20963|
4|16384|6|1.90169|
4|16384|6|9.64253|
4|16384|6|.489077|
4|16384|10|.401352|
4|16384|10|.337953|
4|16384|10|2.10533|
4|16384|10|2.21075|
4|16384|10|.690096|
4|65536|2|.148741|
4|65536|2|.890376|
4|65536|2|1.30476|
4|65536|2|40.1549|
4|65536|2|2.05152|
4|65536|6|.29202|
4|65536|6|2.15955|
4|65536|6|1.13848|
4|65536|6|3.07469|
4|65536|6|1.3687|
4|65536|10|.762385|
4|65536|10|2.08862|
4|65536|10|2.05262|
4|65536|10|.66357|
4|65536|10|2.32405|
4|262144|2|1.39542|
4|262144|2|.504941|
4|262144|2|.208042|
4|262144|2|.142123|
4|262144|2|.480276|
4|262144|6|1.36857|
4|262144|6|.988214|
4|262144|6|2.29223|
4|262144|6|1.09041|
4|262144|6|2.47744|
4|262144|10|3.24804|
4|262144|10|.273792|
4|262144|10|1.32776|
4|262144|10|.51631|
4|262144|10|4.09532|
4|1048576|2|.283101|
4|1048576|2|1.27449|
4|1048576|2|.12403|
4|1048576|2|.141083|
4|1048576|2|.175986|
4|1048576|6|3.3553|
4|1048576|6|2.54971|
4|1048576|6|1.11927|
4|1048576|6|2.24701|
4|1048576|6|24.7818|
4|1048576|10|1.57852|
4|1048576|10|1.06568|
4|1048576|10|1.22644|
4|1048576|10|1.82245|
4|1048576|10|.292798|
4|4194304|2|.291777|
4|4194304|2|.36053|
4|4194304|2|.280736|
4|4194304|2|4.76504|
4|4194304|2|.529819|
4|4194304|6|2.12262|
4|4194304|6|1.59678|
4|4194304|6|2.5256|
4|4194304|6|3.65074|
4|4194304|6|3.45115|
4|4194304|10|2.53777|
4|4194304|10|.119902|
4|4194304|10|.794687|
4|4194304|10|1.21809|
4|4194304|10|4.20638|
4|16777216|2|.17571|
4|16777216|2|7.04189|
4|16777216|2|.594433|
4|16777216|2|6.38576|
4|16777216|2|.199273|
4|16777216|6|4.25902|
4|16777216|6|2.0653|
4|16777216|6|5.26167|
4|16777216|6|2.31598|
4|16777216|6|4.31922|
4|16777216|10|2.31839|
4|16777216|10|4.57917|
4|16777216|10|3.39628|
4|16777216|10|2.61211|
4|16777216|10|12.4134|
4|67108864|2|55.7659|
4|67108864|2|.421118|
4|67108864|2|.296139|
4|67108864|2|.680498|
4|67108864|2|.189076|
4|67108864|6|1.41256|
4|67108864|6|3.88233|
4|67108864|6|2.97925|
4|67108864|6|.758861|
4|67108864|6|.925932|
4|67108864|10|1.73045|
4|67108864|10|3.29021|
4|67108864|10|3.2149|
4|67108864|10|4.72805|
4|67108864|10|.568632|
4|268435456|2|.349654|
4|268435456|2|17.4479|
4|268435456|2|.609272|
4|268435456|2|4.39393|
4|268435456|2|2.31008|
4|268435456|6|2.19633|
4|268435456|6|6.42554|
4|268435456|6|2.01354|
4|268435456|6|5.48368|
4|268435456|6|1.63963|
4|268435456|10|17.6929|
4|268435456|10|2.57219|
4|268435456|10|.362715|
4|268435456|10|6.77324|
4|268435456|10|3.30771|
4|1073741824|2|.389138|
4|1073741824|2|3.97347|
4|1073741824|2|.372899|
4|1073741824|2|122.462|
4|1073741824|2|5.04018|
4|1073741824|6|5.15813|
4|1073741824|6|8.92894|
4|1073741824|6|7.8032|
4|1073741824|6|3.03422|
4|1073741824|6|10.7125|
4|1073741824|10|1.30728|
4|1073741824|10|2.48444|
4|1073741824|10|.458041|
4|1073741824|10|1.06477|
4|1073741824|10|7.34698|
3|64|2|.014177|
3|64|2|.007106|
3|64|2|.004478|
3|64|2|.013382|
3|64|2|.006933|
3|64|6|.008795|
3|64|6|.005819|
3|64|6|.026629|
3|64|6|.008169|
3|64|6|.008029|
3|64|10|.005221|
3|64|10|.007849|
3|64|10|.004555|
3|64|10|.00788|
3|64|10|.007666|
3|256|2|.015152|
3|256|2|.031388|
3|256|2|.010945|
3|256|2|.006428|
3|256|2|.016478|
3|256|6|.104892|
3|256|6|.015945|
3|256|6|.005147|
3|256|6|.009841|
3|256|6|.090846|
3|256|10|.010026|
3|256|10|.006943|
3|256|10|.002421|
3|256|10|.007015|
3|256|10|.008561|
3|1024|2|.009907|
3|1024|2|.014433|
3|1024|2|.022033|
3|1024|2|.017271|
3|1024|2|.019783|
3|1024|6|.260251|
3|1024|6|.022951|
3|1024|6|.016207|
3|1024|6|.091721|
3|1024|6|.010813|
3|1024|10|.002504|
3|1024|10|.005343|
3|1024|10|.004146|
3|1024|10|.007602|
3|1024|10|.004247|
3|4096|2|.008835|
3|4096|2|.028542|
3|4096|2|.021395|
3|4096|2|.007063|
3|4096|2|.088079|
3|4096|6|.011179|
3|4096|6|.021867|
3|4096|6|.197305|
3|4096|6|.01558|
3|4096|6|.021643|
3|4096|10|.005953|
3|4096|10|.00298|
3|4096|10|.006861|
3|4096|10|.003872|
3|4096|10|.01306|
3|16384|2|.100663|
3|16384|2|.095792|
3|16384|2|.0047|
3|16384|2|.014644|
3|16384|2|.102304|
3|16384|6|.032034|
3|16384|6|.014437|
