4|32|2|16.3293|
4|32|2|.931301|
4|32|2|3.09308|
4|32|2|23.8258|
4|32|2|14.6094|
4|32|2|45.3206|
4|32|2|127.523|
4|32|2|34.4638|
4|32|2|326.397|
4|32|2|7.39933|
4|64|2|37.9827|
4|64|2|61.4898|
4|64|2|13.9086|
4|64|2|57.777|
4|64|2|266.856|
4|32|3|.557366|
4|32|3|.965439|
4|32|3|.553563|
4|32|3|10.8646|
4|32|3|4.59714|
4|64|3|19|
4|64|3|39.8527|
4|64|3|11.7108|
4|64|3|1.79373|
4|64|3|.420273|
4|32|4|.096377|
4|32|4|.111245|
4|32|4|.131578|
4|32|4|.027946|
4|32|4|.240636|
4|64|4|.153016|
4|64|4|.115708|
4|64|4|.157789|
4|64|4|.163391|
4|64|4|.183628|
8|32|2|318.738|
8|32|2|31.5846|
8|32|2|12.7576|
8|32|2|30.3789|
8|32|2|83.3793|
8|64|2|50.8597|
8|64|2|20.8171|
8|64|2|18.5282|
8|64|2|124.98|
8|64|2|58.2615|
8|32|3|25.8088|
8|32|3|44.6719|
8|32|3|22.8927|
8|32|3|26.9087|
8|32|3|37.9586|
8|64|3|38.064|
8|64|3|36.8039|
8|64|3|61.8019|
8|64|3|43.6367|
8|64|3|64.8625|
8|32|4|3.26951|
8|32|4|1.42607|
8|32|4|9.06902|
8|32|4|2.30225|
8|32|4|3.96071|
8|64|4|12.7097|
8|64|4|1.92046|
8|64|4|9.5181|
8|64|4|6.48969|
8|64|4|3.56437|
4|1024|2|249.201|
4|1024|2|88.5648|
4|1024|2|103.867|
4|1024|2|92.8595|
4|1024|2|286.423|
4|4096|2|63.3664|
4|4096|2|17.2862|
4|4096|2|17.8376|
4|4096|2|45.7411|
4|4096|2|68.4068|
4|16384|2|213.098|
4|16384|2|30.0879|
4|16384|2|281.244|
4|16384|2|68.6867|
4|16384|2|71.7865|
4|65536|2|213.018|
4|65536|2|29.4344|
4|65536|2|358.866|
4|65536|2|15.8294|
4|65536|2|2079.97|
